PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked
871,0,3,0,26,0,0,2
872,1,1,1,47,1,1,2
873,0,1,0,33,0,0,2
874,0,3,0,47,0,0,2
875,1,2,1,28,1,0,0
876,1,3,1,15,0,0,0
877,0,3,0,20,0,0,2
878,0,3,0,19,0,0,2
879,0,3,0,28,0,0,2
880,1,1,1,56,0,1,0
881,1,2,1,25,0,1,2
882,0,3,0,33,0,0,2
883,0,3,1,22,0,0,2
884,0,2,0,28,0,0,2
885,0,3,0,25,0,0,2
886,0,3,1,39,0,5,1
887,0,2,0,27,0,0,2
888,1,1,1,19,0,0,2
889,0,3,1,28,1,2,2
890,1,1,0,26,0,0,0
891,0,3,0,32,0,0,1
